PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,Population<br>Served Count,Number of Facilities,Number of Violations,Number of Site Visits
IA6739095,ONAWA MUNICIPAL WATER PLANT,Community water system,Ground water,Monona,ONAWA,"2,906",13,1,13
IA5358096,ONSLOW WATER SUPPLY,Community water system,Ground water,Jones,ONSLOW,201,8,29,9
IA8474097,ORANGE CITY MUNICIPAL WATER DEPARTMENT,Community water system,Ground water,Sioux,ORANGE CITY,"6,267",24,4,9
IA5285303,ORCHARD HEIGHTS SUBDIVISION,Community water system,Ground water,Johnson,SWISHER,78,5,6,8
IA5282304,ORCHARD VIEW ESTATES,Community water system,Ground water,Johnson,IOWA CITY,78,5,2,11
IA6668001,ORCHARD WATER WORKS,Community water system,Ground water,Mitchell,ORCHARD,68,7,27,10
IA0160099,ORIENT MUNICIPAL WATER SUPPLY,Community water system,Surface water purchased,Adair,ORIENT,368,9,13,10
IA6663001,OSAGE MUNICIPAL WATER SUPPLY,Community water system,Ground water,Mitchell,OSAGE,"3,637",13,12,14
IA7227701,OSCEOLA RURAL WATER SYSTEM-NORTH,Community water system,Ground water,Osceola,MAY CITY,"5,917",67,2,9
IA7177701,OSCEOLA RURAL WATER SYSTEM-SOUTH,Community water system,Ground water,Osceola,SUTHERLAND,"2,060",27,5,9
IA2038038,OSCEOLA WATER WORKS,Community water system,Surface water,Clarke,OSCEOLA,"5,415",19,25,16
IA6273005,OSKALOOSA MUNICIPAL WATER DEPT,Community water system,Groundwater under influence of surface water,Mahaska,OSKALOOSA,"11,558",31,26,13
IA9677007,OSSIAN WATER SUPPLY,Community water system,Ground water,Winneshiek,OSSIAN,802,8,0,9
IA9464008,OTHO WATER SUPPLY,Community water system,Ground water,Webster,OTHO,429,8,7,14
IA9758023,OTO WATER SUPPLY,Community water system,Ground water,Woodbury,OTO,72,8,11,9
IA4652011,OTTOSEN WATER SUPPLY,Community water system,Ground water,Humboldt,OTTOSEN,40,8,7,11
IA9083012,OTTUMWA WATER WORKS,Community water system,Surface water,Wapello,OTTUMWA,"25,529",31,23,13
IA5361020,OXFORD JUNCTION WATER SUPPLY,Community water system,Ground water,Jones,OXFORD JUNCTION,424,12,24,10
IA5260017,OXFORD WATER SUPPLY,Community water system,Ground water,Johnson,OXFORD,722,13,26,12
IA7561021,OYENS WATER SUPPLY,Community water system,Ground water,Plymouth,OYENS,92,12,26,9
IA9433601,PALACE PARK MHC,Community water system,Ground water purchased,Webster,FORT DODGE,426,4,0,2
IA7622024,PALMER WATER SUPPLY,Community water system,Ground water,Pocahontas,PALMER,138,8,16,10
IA5765101,PALO WATER SUPPLY,Community water system,Ground water,Linn,PALO,"1,407",17,8,4
IA8355025,PANAMA WATER WORKS,Community water system,Ground water purchased,Shelby,PANAMA,235,14,2,12
IA3971026,PANORA WATER WORKS,Community water system,Surface water,Guthrie,PANORA,"1,091",13,57,11
IA7048601,PARK PLAZA MHP LLC,Community water system,Ground water purchased,Muscatine,MUSCATINE,188,4,0,1
IA7736301,PARK VIEW VILLAGE,Community water system,Ground water purchased,Polk,GRIMES,"1,800",5,5,8
IA8200855,PARK VIEW WATER & SANITARY DISTRICT,Community water system,Ground water,Scott,ELDRIDGE,"2,389",15,13,12
IA1281028,PARKERSBURG WATER SUPPLY,Community water system,Ground water,Butler,PARKERSBURG,"2,019",8,2,11
IA5200603,PARKVIEW MOBILE HOME COURT,Community water system,Ground water,Johnson,OXFORD,300,7,12,11
IA4863029,PARNELL WATER SUPPLY,Community water system,Ground water,Iowa,PARNELL,194,8,24,11
IA7139032,PAULLINA MUNICIPAL WATER SUPPLY,Community water system,Ground water,O'Brien,PAULLINA,982,10,5,9
IA6368033,PELLA WATER WORKS DEPARTMENT,Community water system,Ground water,Marion,PELLA,"10,464",27,81,10
IA2800901,"PENN CENTER, INC.",Community water system,Ground water,Delaware,DELHI,89,6,24,9
IA3170001,PEOSTA WATER SUPPLY,Community water system,Ground water,Dubuque,PEOSTA,"2,246",19,17,9
IA2561036,PERRY MUNICIPAL WATER WORKS,Community water system,Ground water,Dallas,PERRY,"7,836",29,16,10
IA2154039,PETERSON MUNICIPAL WATER SUPPLY,Community water system,Ground water,Clay,PETERSON,322,11,2,9
IA9766041,PIERSON WATER SUPPLY,Community water system,Ground water,Woodbury,PIERSON,337,9,15,9
IA0862042,PILOT MOUND WATER SYSTEM,Community water system,Ground water,Boone,PILOT MOUND,163,9,8,10
IA8273062,PINEO GROVE WATER COMPANY,Community water system,Ground water,Scott,PRINCETON,57,7,53,10
IA1037301,PINTS WATER ASSOCIATION,Community water system,Ground water,Buchanan,INDEPENDENCE,96,5,6,8
IA4364044,PISGAH WATER SUPPLY,Community water system,Ground water,Harrison,PISGAH,249,7,8,15
IA0960045,PLAINFIELD WATER SUPPLY,Community water system,Ground water,Bremer,PLAINFIELD,393,9,5,9
IA9680301,PLANTATION COUNTRY VIEW SUBDIVISION,Community water system,Ground water,Winneshiek,RIDGEWAY,32,5,4,7
IA7767601,PLEASANT VALLEY MANUFACTURED HOME COMM,Community water system,Surface water purchased,Polk,PLEASANT HILL,350,7,14,8
IA6377046,PLEASANTVILLE WATER WORKS,Community water system,Ground water,Marion,PLEASANTVILLE,"1,676",11,2,9
IA7628047,PLOVER WATER SUPPLY,Community water system,Ground water,Pocahontas,PLOVER,50,5,53,9
IA1759048,PLYMOUTH WATER SUPPLY,Community water system,Ground water,Cerro Gordo,PLYMOUTH,378,7,2,13
IA7633049,POCAHONTAS WATER DEPARTMENT,Community water system,Ground water,Pocahontas,POCAHONTAS,"1,867",13,6,11
IA5200899,POLK AVENUE WATER ASSOCIATION,Community water system,Ground water,Johnson,SOLON,28,5,17,9
IA7770050,POLK CITY WATER SUPPLY,Community water system,Surface water purchased,Polk,POLK CITY,"5,543",14,1,10
IA1363051,POMEROY WATER SUPPLY,Community water system,Ground water,Calhoun,POMEROY,526,10,4,9
IA7950300,PONDEROSA UTILITIES INC.,Community water system,Surface water purchased,Poweshiek,MONTEZUMA,"1,700",20,3,10
IA6500823,PONY CREEK #1 HOA,Community water system,Ground water,Mills,PACIFIC JUNCTION,125,13,22,18
IA8365052,PORTSMOUTH WATER SUPPLY,Community water system,Ground water purchased,Shelby,PORTSMOUTH,182,7,4,10
IA0375053,POSTVILLE WATER DEPARTMENT,Community water system,Ground water,Allamakee,POSTVILLE,"2,503",16,5,9
IA8670701,POWESHIEK WATER ASSOCIATION,Community water system,Ground water,Tama,BROOKLYN,"13,920",81,7,10
IA5715702,POWESHIEK WATER ASSOCIATION (CR),Community water system,Purchased ground water under influence of surface water source,Benton,NORWAY,"2,000",12,1,7
IA4868701,POWESHIEK WATER ASSOCIATION (IAC),Community water system,Ground water,Iowa,SOUTH AMANA,"2,000",20,1,6
IA5064055,PRAIRIE CITY WATER WORKS,Community water system,Ground water,Jasper,PRAIRIE CITY,"1,703",15,7,10
IA0790601,PRAIRIE VIEW ACRES MHP,Community water system,Ground water,Black Hawk,WATERLOO,92,7,3,9
IA5225326,PRAIRIE VIEW ESTATES ASSOC JOHNSON CNTY,Community water system,Ground water,Johnson,IOWA CITY,155,41,104,9
IA5772054,PRAIRIEBURG MUNI. WATER SUPPLY,Community water system,Ground water,Linn,PRAIRIEBURG,160,10,9,10
IA4965057,PRESTON MUNI WATER SUPPLY,Community water system,Ground water,Jackson,PRESTON,949,11,1,8
IA7155059,PRIMGHAR MUNICIPAL WATER SUPPLY,Community water system,Ground water,O'Brien,PRIMGHAR,896,16,2,9
IA8273061,PRINCETON WATER SUPPLY,Community water system,Ground water,Scott,PRINCETON,923,10,10,11
IA4552063,PROTIVIN WATER SUPPLY,Community water system,Ground water,Howard,PROTIVIN,269,7,1,9
IA2662064,PULASKI MUNICIPAL WATER DEPT,Community water system,Surface water purchased,Davis,PULASKI,264,5,5,10
IA4271901,QUAKERDALE,Community water system,Ground water,Hardin,NEW PROVIDENCE,100,8,57,10
IA3126303,"QUALITY WATER, INC. #2 (K-L)",Community water system,Ground water,Dubuque,DUBUQUE,70,5,32,8
IA1855066,QUIMBY WATER SUPPLY,Community water system,Ground water,Cherokee,QUIMBY,249,9,3,9
IA4283067,RADCLIFFE MUNICIPAL WATER,Community water system,Ground water,Hardin,RADCLIFFE,555,10,27,12
IA9575068,RAKE WATER SUPPLY,Community water system,Ground water,Winnebago,RAKE,186,9,12,12
IA1471069,RALSTON WATER TREATMENT PLANT,Community water system,Ground water,Carroll,RALSTON,81,8,9,10
IA7038800,RANCHO VALLEY HOMEOWNERS ASSOC,Community water system,Ground water,Muscatine,MONTPELIER,97,7,19,11
IA4039071,RANDALL WATER SUPPLY,Community water system,Ground water,Hamilton,RANDALL,154,7,4,11
IA3649072,RANDOLPH WATER WORKS,Community water system,Ground water,Fremont,RANDOLPH,189,7,5,10
IA5225387,RAPID CREEK RIDGE,Community water system,Ground water,Johnson,IOWA CITY,70,5,11,8
IA0400901,RATHBUN REG WATER ASSN (FT MADISON),Community water system,Surface water purchased,Lee,FORT MADISON,"10,440",58,4,11
IA0400902,RATHBUN REG WTR ASSN (BURLINGTON),Community water system,Surface water purchased,"Des Moines, Henry",BURLINGTON,"9,000",33,10,10
IA4453901,RATHBUN REGIONAL WATER (MOUNT PLEASANT),Community water system,Surface water purchased,Henry,MOUNT PLEASANT,"1,375",12,0,9
IA0400900,RATHBUN REGIONAL WATER ASSN (RATHBUN),Community water system,Surface water,"Appanoose, Davis, Decatur, Jefferson, Lucas, Monroe, Van Buren, Wayne",CENTERVILLE,"30,825",61,29,14
IA0965073,READLYN WATER SUPPLY,Community water system,Ground water,Bremer,READLYN,845,7,0,9
IA6950075,RED OAK WATER SUPPLY,Community water system,Ground water,Montgomery,RED OAK,"5,596",20,65,18
IA2564074,REDFIELD WATER WORKS,Community water system,Ground water,Dallas,REDFIELD,731,14,7,10
IA5225313,REDWING ESTATES HOA,Community water system,Ground water,Johnson,IOWA CITY,48,6,6,7
IA3126308,REGENCY WEST SUBDIVISION,Community water system,Ground water,Dubuque,DUBUQUE,46,6,16,10
IA8300184,REGIONAL WATER,Community water system,Ground water,"Pottawattamie, Shelby",AVOCA,"4,132",78,9,16
IA3870073,REINBECK WATER SUPPLY,Community water system,Ground water,Grundy,REINBECK,"1,662",11,6,13
IA1170078,REMBRANDT WATER SUPPLY,Community water system,Ground water purchased,Buena Vista,REMBRANDT,209,9,5,10
IA7568079,REMSEN MUNICIPAL UTILITIES,Community water system,Ground water,Plymouth,REMSEN,"1,678",19,11,11
IA4669080,RENWICK MUNIC WATER SUPPLY,Community water system,Ground water,Humboldt,RENWICK,234,11,28,13
IA8215396,REVELLE 1ST & 2ND SUBDIVISION,Community water system,Ground water,Scott,BLUE GRASS,54,9,33,11
IA8215301,REVELLE 6TH & 7TH ADDITION,Community water system,Ground water,Scott,BLUE GRASS,125,13,24,12
IA6480081,RHODES WATER SUPPLY,Community water system,Ground water purchased,Marshall,RHODES,271,11,3,11
IA4558001,RICEVILLE WATER SUPPLY,Community water system,Ground water,"Howard, Mitchell",RICEVILLE,806,9,41,11
IA5470083,RICHLAND WATER SUPPLY,Community water system,Ground water,Keokuk,RICHLAND,542,10,15,11
IA9680085,"RIDGEWAY, CITY OF",Community water system,Ground water,Winneshiek,RIDGEWAY,275,8,11,10
IA1374086,RINARD WATER SUPPLY,Community water system,Ground water,Calhoun,RINARD,38,13,15,11
IA3275087,RINGSTED WATER SUPPLY,Community water system,Ground water,Emmet,RINGSTED,365,10,1,10
IA5200318,RIVER HEIGHTS PROPERTY OWNERS ASSOC.,Community water system,Ground water,Johnson,CORALVILLE,390,9,25,12
IA8245303,RIVER HIGHLANDS SUBDIVISION,Community water system,Ground water,Scott,LE CLAIRE,63,8,1,7
IA2570302,RIVER OAKS DEVELOPMENT,Community water system,Surface water purchased,Dallas,VAN METER,215,9,28,10
IA4910301,RIVER POINT RIDGE HOMEOWNERS ASSOC INC,Community water system,Ground water,Jackson,BELLEVUE,55,17,17,3
IA1037302,RIVER RIDGE HOA,Community water system,Ground water,Buchanan,INDEPENDENCE,60,5,0,5
IA9260090,RIVERSIDE WATER SUPPLY,Community water system,Ground water,Washington,RIVERSIDE,"1,060",15,3,13
IA3655071,RIVERTON WATER WORKS,Community water system,Ground water,Fremont,RIVERTON,245,7,31,23
IA5200347,RIVERVIEW ESTATES,Community water system,Ground water,Johnson,IOWA CITY,108,5,16,10
IA7038301,RIVERVIEW SUBDIVISION,Community water system,Ground water,Muscatine,MONTPELIER,37,5,13,9
IA6065092,ROCK RAPIDS MUNICIPAL WATER WORKS,Community water system,Ground water,Lyon,ROCK RAPIDS,"2,611",40,2,10
IA8482701,ROCK VALLEY RURAL WATER DISTRICT,Community water system,Ground water,Sioux,ROCK VALLEY,"2,213",48,14,12
IA8482096,ROCK VALLEY WATER SUPPLY,Community water system,Ground water,Sioux,ROCK VALLEY,"4,059",23,16,20
IA3430091,ROCKFORD WATER SUPPLY,Community water system,Ground water,Floyd,ROCKFORD,758,10,4,11
IA7780601,ROCKLYN MHP,Community water system,Surface water purchased,Polk,URBANDALE,103,4,3,1
IA1376098,ROCKWELL CITY WATER SUPPLY,Community water system,Ground water,Calhoun,ROCKWELL CITY,"2,240",10,4,9
IA1773097,ROCKWELL WATER SUPPLY,Community water system,Ground water,Cerro Gordo,ROCKWELL,"1,071",10,10,12
IA9525601,ROCKY KNOLL MHP,Community water system,Ground water,Winnebago,FOREST CITY,52,11,88,11
IA7428022,RODMAN WATER SYSTEM,Community water system,Ground water,Palo Alto,RODMAN,31,8,6,9
IA8570001,ROLAND WATER SUPPLY,Community water system,Ground water,Story,ROLAND,"1,362",12,5,10
IA7639002,ROLFE WATER SUPPLY,Community water system,Ground water,Pocahontas,ROLFE,509,12,34,10
IA7048310,ROLLING ACRES SUBDIVISION,Community water system,Ground water purchased,Muscatine,MUSCATINE,115,11,14,8
IA4475001,ROME WATER SUPPLY,Community water system,Ground water purchased,Henry,ROME,114,4,15,11
IA9958004,ROWAN MUNI WATER SUPPLY,Community water system,Ground water,Wright,ROWAN,123,6,15,10
IA2166006,ROYAL MUNICIPAL WATER UTILITIES,Community water system,Ground water purchased,Clay,ROYAL,379,8,4,8
IA5282303,ROYAL OAKS SUBDIVISION,Community water system,Ground water,Johnson,SWISHER,163,9,9,9
IA3440007,RUDD WATERWORKS,Community water system,Ground water,Floyd,RUDD,358,9,14,13
IA8400722,RURAL WATER SYSTEM #1,Community water system,Groundwater under influence of surface water,Sioux,HOSPERS,"3,400",100,13,13
IA5939009,RUSSELL WATER SUPPLY,Community water system,Surface water purchased,Lucas,RUSSELL,477,9,11,10
IA8215399,RUSTIC OAKS HOMEOWNERS ASSN.,Community water system,Ground water,Scott,BLUE GRASS,100,6,28,11
IA7465010,RUTHVEN WATER SUPPLY,Community water system,Ground water,Palo Alto,RUTHVEN,725,8,0,10
IA4675012,RUTLAND WATER SUPPLY,Community water system,Ground water,Humboldt,RUTLAND,113,6,19,12
IA2864013,RYAN WATER SUPPLY,Community water system,Ground water,Delaware,RYAN,350,12,16,9
IA4975014,SABULA WATER SUPPLY,Community water system,Ground water,Jackson,SABULA,506,13,2,10
IA8150015,SAC CITY MUNICIPAL WATER PLANT,Community water system,Ground water,Sac,SAC CITY,"2,063",10,2,10
IA9176019,SAINT MARYS WATER CORPORATION,Community water system,Surface water purchased,Warren,SAINT MARYS,108,11,25,11
IA2277020,SAINT OLAF WATER SUPPLY,Community water system,Ground water,Clayton,SAINT OLAF,106,6,0,9
IA0990990,SAINTS AVENUE APARTMENTS,Community water system,Ground water,Bremer,WAVERLY,125,7,21,9
IA4478023,SALEM WATER SUPPLY,Community water system,Surface water purchased,Henry,SALEM,394,10,23,11
IA9770024,SALIX WATER SUPPLY,Community water system,Ground water,Woodbury,SALIX,295,11,4,11
IA7165025,SANBORN WATER SUPPLY,Community water system,Ground water,O'Brien,SANBORN,"1,392",21,32,11
IA2200901,SCENIC ACRES,Community water system,Ground water,Clayton,ELKADER,27,9,9,9
IA9630307,SCENIC VIEW ESTATES,Community water system,Ground water,Winneshiek,DECORAH,78,5,22,9
IA8156028,SCHALLER WATER SUPPLY,Community water system,Ground water,Sac,SCHALLER,729,8,7,13
IA2446029,SCHLESWIG MUNIC WATER SUPPLY,Community water system,Ground water purchased,Crawford,SCHLESWIG,830,10,35,9
IA3759031,SCRANTON WATER SYSTEM,Community water system,Ground water,Greene,SCRANTON,511,10,19,11
IA9774033,SERGEANT BLUFF WATER SUPPLY,Community water system,Ground water,Woodbury,SERGEANT BLUFF,"5,015",26,4,10
IA9368035,SEYMOUR MUNICIPAL UTILITY WATER DEPT,Community water system,Surface water purchased,Wayne,SEYMOUR,637,6,3,12
IA3126345,SHAGBARK ESTATES,Community water system,Ground water,Dubuque,DUBUQUE,38,5,12,9
IA7380036,SHAMBAUGH MUNI WATER SUPPLY,Community water system,Surface water purchased,Page,SHAMBAUGH,159,11,6,20
IA3570037,SHEFFIELD WATER SUPPLY,Community water system,Ground water,Franklin,SHEFFIELD,"1,130",11,7,10
IA8369038,SHELBY WATER SUPPLY,Community water system,Ground water,Shelby,SHELBY,727,20,17,10
IA7778039,SHELDAHL WATER SUPPLY,Community water system,Ground water,Polk,SHELDAHL,307,8,27,12
IA7170040,SHELDON WATER DEPARTMENT,Community water system,Ground water,O'Brien,SHELDON,"5,512",25,4,10
IA1286042,SHELL ROCK MUNI WATER SUPP,Community water system,Ground water,Butler,SHELL ROCK,"1,268",10,1,11
IA0670043,SHELLSBURG WATER SUPPLY,Community water system,Ground water,Benton,SHELLSBURG,961,12,12,10
IA7383045,SHENANDOAH WATER DEPT,Community water system,Ground water,Page,SHENANDOAH,"4,925",30,16,14
IA9630303,"SHERMAN PLACE WATER & ROAD, INC.",Community water system,Ground water,Winneshiek,DECORAH,73,10,29,9
IA7245047,SIBLEY PUBLIC WATER SUPPLY,Community water system,Ground water purchased,Osceola,SIBLEY,"2,860",16,3,9
IA3661048,SIDNEY WATER SUPPLY,Community water system,Surface water,Fremont,SIDNEY,"1,070",19,18,18
IA5475050,SIGOURNEY MUNI WATER WORKS,Community water system,Ground water,Keokuk,SIGOURNEY,"2,004",26,2,12
IA6575052,SILVER CITY WATER SUPPLY,Community water system,Ground water,Mills,SILVER CITY,245,12,7,11
IA8486053,SIOUX CENTER MUNICIPAL WATER DEPARTMENT,Community water system,Ground water,Sioux,SIOUX CENTER,"8,229",35,2,11
IA9778054,SIOUX CITY WATER SUPPLY,Community water system,Groundwater under influence of surface water,Woodbury,SIOUX CITY,"85,797",67,32,16
IA1175056,SIOUX RAPIDS WATER DEPARTMENT,Community water system,Ground water,Buena Vista,SIOUX RAPIDS,748,13,20,9
IA0140701,SIRWA #1 (GREENFIELD),Community water system,Surface water purchased,Adair,GREENFIELD,"1,613",22,13,9
IA8080701,SIRWA #2 (CRESTON),Community water system,Surface water purchased,"Adair, Adams, Clarke, Decatur, Madison, Ringgold, Taylor, Union",CRESTON,"19,488",44,9,9
IA2718755,SIRWA #3 (LEON),Community water system,Surface water purchased,Decatur,DECATUR CITY,"1,308",15,4,10
IA2038701,SIRWA #3 (OSCEOLA),Community water system,Surface water purchased,Clarke,OSCEOLA,"3,425",16,10,11
IA0207704,SIRWA - CORNING,Community water system,Surface water purchased,Adams,BROOKS,"2,038",10,6,8
IA8580057,SLATER MUNI WATER DEPT,Community water system,Purchased ground water under influence of surface water source,Story,SLATER,"1,543",15,8,10
IA9780059,SLOAN WATER SUPPLY,Community water system,Ground water,Woodbury,SLOAN,"1,042",11,7,9
IA9783060,SMITHLAND WATER SUPPLY,Community water system,Ground water,Woodbury,SMITHLAND,181,7,2,9
IA6749061,SOLDIER WATER SUPPLY,Community water system,Ground water,Monona,SOLDIER,184,7,17,20
IA5282062,SOLON WATER DEPT,Community water system,Ground water,Johnson,SOLON,"3,018",16,6,10
IA1381073,SOMERS WATER WORKS,Community water system,Ground water,Calhoun,SOMERS,128,8,18,9
IA4868034,SOUTH AMANA WATER SUPPLY,Community water system,Ground water,Iowa,SOUTH AMANA,300,16,11,12
IA5478074,SOUTH ENGLISH WATER SUPPLY,Community water system,Ground water purchased,Keokuk,SOUTH ENGLISH,202,18,8,12
IA5500822,SOUTHDALE HOME OWNERS ASSN,Community water system,Ground water,Kossuth,ALGONA,70,9,13,11
IA7774701,SOUTHEAST POLK RWD,Community water system,Surface water purchased,Polk,ALTOONA,"6,210",25,14,10
IA8400733,SOUTHERN SIOUX COUNTY RURAL WATER,Community water system,Ground water,Sioux,IRETON,"5,170",36,13,10
IA0690306,SOUTHFORK ASSOCIATION,Community water system,Ground water,Benton,WALFORD,28,5,30,2
IA7727603,SOUTHRIDGE ESTATE,Community water system,Surface water purchased,Polk,DES MOINES,648,5,2,6
IA6342308,SOUTHSHORE HEIGHTS,Community water system,Ground water purchased,Marion,KNOXVILLE,125,5,0,2
IA7700802,"SOUTHWEST POLK WATER SERVICE, INC.",Community water system,Ground water,Polk,WEST DES MOINES,393,10,9,8
